CHAPA,PARES,L5,M5,R5,PADRAO,R01,R02,R03,R04,R05,R06,R07,R08,R09,R10,R11,R12,R13,R14,R15,R16,R17,R18,R19,R20,R21,R22,R23,R24,R25
5x4,9,ABDFG,LMNQR,TVWXY,1101011000011100110101111,1,1,0,1,0,1,1,0,0,0,0,1,1,1,0,0,1,1,0,1,0,1,1,1,1
7x1,7,BCEGH,IJMNP,QRSTU,0110101111001101111110000,0,1,1,0,1,0,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,0,0,0,0
5x4,9,ADFHJ,KMNPQ,TUVXY,1001010101101101100111011,1,0,0,1,0,1,0,1,0,1,1,0,1,1,0,1,1,0,0,1,1,1,0,1,1
7x5,9,BCFGH,IJLRT,UVWXY,0110011111010000010111111,0,1,1,0,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,1,1,1,1,1,1
6x2,8,BCDEI,JKLNO,RSTUV,0111100011110110011111000,0,1,1,1,1,0,0,0,1,1,1,1,0,1,1,0,0,1,1,1,1,1,0,0,0
7x2,8,ADEFG,HIKLM,RSTVX,1001111110111000011101010,1,0,0,1,1,1,1,1,1,0,1,1,1,0,0,0,0,1,1,1,0,1,0,1,0
6x3,8,ABCDF,JLMNP,STUWY,1111010001011101001110101,1,1,1,1,0,1,0,0,0,1,0,1,1,1,0,1,0,0,1,1,1,0,1,0,1
5x4,7,BDFGI,MPQRS,TUVWY,0101011010001001111111101,0,1,0,1,0,1,1,0,1,0,0,0,1,0,0,1,1,1,1,1,1,1,1,0,1
5x4,6,ABCDI,KMNPR,SUWXY,1111000010101101011010111,1,1,1,1,0,0,0,0,1,0,1,0,1,1,0,1,0,1,1,0,1,0,1,1,1
8x3,10,ABDEF,HIJLP,STUVX,1101110111010001001111010,1,1,0,1,1,1,0,1,1,1,0,1,0,0,0,1,0,0,1,1,1,1,0,1,0
5x3,6,ACDEI,KMNPR,STUVW,1011100010101101011111100,1,0,1,1,1,0,0,0,1,0,1,0,1,1,0,1,0,1,1,1,1,1,1,0,0
6x3,8,BCFGH,IKMPR,STUVX,0110011110101001011111010,0,1,1,0,0,1,1,1,1,0,1,0,1,0,0,1,0,1,1,1,1,1,0,1,0
6x3,8,ABDEH,JKLMR,STUVY,1101100101111000011111001,1,1,0,1,1,0,0,1,0,1,1,1,1,0,0,0,0,1,1,1,1,1,0,0,1
7x4,7,ABDGH,IJMPQ,SUVWX,1101001111001001101011110,1,1,0,1,0,0,1,1,1,1,0,0,1,0,0,1,1,0,1,0,1,1,1,1,0
7x3,8,BCEFG,HILMN,ORUVX,0110111110011110010011010,0,1,1,0,1,1,1,1,1,0,0,1,1,1,1,0,0,1,0,0,1,1,0,1,0
5x4,7,DEHIJ,KMPRS,TUVWY,0001100111101001011111101,0,0,0,1,1,0,0,1,1,1,1,0,1,0,0,1,0,1,1,1,1,1,1,0,1
6x3,5,ACEFI,JNOQR,STUWY,1010110011000110111110101,1,0,1,0,1,1,0,0,1,1,0,0,0,1,1,0,1,1,1,1,1,0,1,0,1
5x3,7,DFGHI,KMNQR,STVWY,0001011110101100111101101,0,0,0,1,0,1,1,1,1,0,1,0,1,1,0,0,1,1,1,1,0,1,1,0,1
6x2,9,BDFHI,JKMOP,RSTUV,0101010111101011011111000,0,1,0,1,0,1,0,1,1,1,1,0,1,0,1,1,0,1,1,1,1,1,0,0,0
8x3,8,ABDEF,HIJKN,OQUVX,1101110111100110100011010,1,1,0,1,1,1,0,1,1,1,1,0,0,1,1,0,1,0,0,0,1,1,0,1,0
5x4,6,ACGHJ,MNPQS,TUWXY,1010001101001101101110111,1,0,1,0,0,0,1,1,0,1,0,0,1,1,0,1,1,0,1,1,1,0,1,1,1
6x2,8,ADEFH,JMNOQ,RSTXY,1001110101001110111100011,1,0,0,1,1,1,0,1,0,1,0,0,1,1,1,0,1,1,1,1,0,0,0,1,1
5x2,6,BEGIJ,KMNPQ,RSTUW,0100101011101101111110100,0,1,0,0,1,0,1,0,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,0,0
5x3,7,ABCGH,LMNPQ,STUVW,1110001100011101101111100,1,1,1,0,0,0,1,1,0,0,0,1,1,1,0,1,1,0,1,1,1,1,1,0,0
4x3,7,ABCGL,MNPQR,STVWY,1110001000011101111101101,1,1,1,0,0,0,1,0,0,0,0,1,1,1,0,1,1,1,1,1,0,1,1,0,1
5x4,6,BEGHJ,KMNOS,TUWXY,0100101101101110001110111,0,1,0,0,1,0,1,1,0,1,1,0,1,1,1,0,0,0,1,1,1,0,1,1,1
6x3,6,BCEGH,IKMNO,RTVWY,0110101110101110010101101,0,1,1,0,1,0,1,1,1,0,1,0,1,1,1,0,0,1,0,1,0,1,1,0,1
7x3,7,BCDEF,HJLMO,QSWXY,0111110101011010101000111,0,1,1,1,1,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,0,0,1,1,1
7x4,5,ADEFG,IJKNO,QUWXY,1001111011100110100010111,1,0,0,1,1,1,1,0,1,1,1,0,0,1,1,0,1,0,0,0,1,0,1,1,1
8x2,7,ACDEF,HIJKL,OSTWX,1011110111110010001100110,1,0,1,1,1,1,0,1,1,1,1,1,0,0,1,0,0,0,1,1,0,0,1,1,0
7x2,7,CDEFG,HILNO,PQSXY,0011111110010111101000011,0,0,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,0,1,0,0,0,0,1,1
5x3,7,ACFGJ,KLOQR,STVWX,1010011001110010111101110,1,0,1,0,0,1,1,0,0,1,1,1,0,0,1,0,1,1,1,1,0,1,1,1,0
7x1,7,ABCFG,HIKMN,OPSTV,1110011110101111001101000,1,1,1,0,0,1,1,1,1,0,1,0,1,1,1,1,0,0,1,1,0,1,0,0,0
6x4,6,BDEFG,IKMPQ,SUVWX,0101111010101001101011110,0,1,0,1,1,1,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,1,1,1,0
5x3,7,ACDGJ,MNOPQ,RTUWX,1011001001001111110110110,1,0,1,1,0,0,1,0,0,1,0,0,1,1,1,1,1,1,0,1,1,0,1,1,0
4x4,8,BCFGL,MNOQR,TUVXY,0110011000011110110111011,0,1,1,0,0,1,1,0,0,0,0,1,1,1,1,0,1,1,0,1,1,1,0,1,1
5x3,9,ABDFG,KLNOP,RTUXY,1101011000110111010110011,1,1,0,1,0,1,1,0,0,0,1,1,0,1,1,1,0,1,0,1,1,0,0,1,1
6x3,7,CDEFH,JMOQR,STUXY,0011110101001010111110011,0,0,1,1,1,1,0,1,0,1,0,0,1,0,1,0,1,1,1,1,1,0,0,1,1
5x3,6,ABGIJ,KLMOP,QTWXY,1100001011111011100100111,1,1,0,0,0,0,1,0,1,1,1,1,1,0,1,1,1,0,0,1,0,0,1,1,1
4x4,8,BDEFL,MOPQR,SVWXY,0101110000011011111001111,0,1,0,1,1,1,0,0,0,0,0,1,1,0,1,1,1,1,1,0,0,1,1,1,1
4x4,7,AGHJL,MNOQR,TUVWY,1000001101011110110111101,1,0,0,0,0,0,1,1,0,1,0,1,1,1,1,0,1,1,0,1,1,1,1,0,1
6x2,9,DEGHI,JKLMN,RSTVX,0001101111111100011101010,0,0,0,1,1,0,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1,0,1,0
6x4,6,ABDFI,JKLOQ,SUWXY,1101010011110010101010111,1,1,0,1,0,1,0,0,1,1,1,1,0,0,1,0,1,0,1,0,1,0,1,1,1
7x0,7,BDEGH,IJKLM,NOQST,0101101111111110101100000,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0
4x4,9,BCHJK,NOPRS,TVWXY,0110000101100111011101111,0,1,1,0,0,0,0,1,0,1,1,0,0,1,1,1,0,1,1,1,0,1,1,1,1
6x3,7,BCDEG,JKMNO,PQVWX,0111101001101111100001110,0,1,1,1,1,0,1,0,0,1,1,0,1,1,1,1,1,0,0,0,0,1,1,1,0
6x3,9,BDEFH,JLMOP,STUXY,0101110101011011001110011,0,1,0,1,1,1,0,1,0,1,0,1,1,0,1,1,0,0,1,1,1,0,0,1,1
7x2,6,ABEFG,HJKLM,OPSWY,1100111101111011001000101,1,1,0,0,1,1,1,1,0,1,1,1,1,0,1,1,0,0,1,0,0,0,1,0,1
6x4,6,BCEGI,JLORS,TUWXY,0110101011010010011110111,0,1,1,0,1,0,1,0,1,1,0,1,0,0,1,0,0,1,1,1,1,0,1,1,1
4x2,8,BGHJK,LMNOQ,RSTUV,0100001101111110111111000,0,1,0,0,0,0,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0
6x2,9,CDFGH,ILMNP,RSTUV,0011011110011101011111000,0,0,1,1,0,1,1,1,1,0,0,1,1,1,0,1,0,1,1,1,1,1,0,0,0
7x1,9,BCDFG,HJKLN,OPRSW,0111011101110111011000100,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,0,0,0,1,0,0
7x3,8,ABDEF,GHKNQ,RSVXY,1101111100100100111001011,1,1,0,1,1,1,1,1,0,0,1,0,0,1,0,0,1,1,1,0,0,1,0,1,1
9x2,7,ABDEF,GHIJK,LMOWX,1101111111111010000000110,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,1,0
5x4,9,ADEHJ,KLMNP,TUVXY,1001100101111101000111011,1,0,0,1,1,0,0,1,0,1,1,1,1,1,0,1,0,0,0,1,1,1,0,1,1
4x5,5,ACDIL,MOQST,UVWXY,1011000010011010101111111,1,0,1,1,0,0,0,0,1,0,0,1,1,0,1,0,1,0,1,1,1,1,1,1,1
6x4,8,ACDFG,JLMPS,TVWXY,1011011001011001001101111,1,0,1,1,0,1,1,0,0,1,0,1,1,0,0,1,0,0,1,1,0,1,1,1,1
6x3,7,ABCDF,ILMOR,STWXY,1111010010011010011100111,1,1,1,1,0,1,0,0,1,0,0,1,1,0,1,0,0,1,1,1,0,0,1,1,1
6x4,7,ABCDG,IKLNP,SUVWX,1111001010110101001011110,1,1,1,1,0,0,1,0,1,0,1,1,0,1,0,1,0,0,1,0,1,1,1,1,0
7x3,7,BCDEF,GHKLM,OQVWX,0111111100111010100001110,0,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1,0,0,0,0,1,1,1,0
5x2,7,ABCIJ,KLMNO,RSTXY,1110000011111110011100011,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,0,0,1,1,1,0,0,0,1,1
7x2,6,ABCFG,HIKMQ,RSTVW,1110011110101000111101100,1,1,1,0,0,1,1,1,1,0,1,0,1,0,0,0,1,1,1,1,0,1,1,0,0
6x4,8,ABDFG,JKLQR,SUVWX,1101011001110000111011110,1,1,0,1,0,1,1,0,0,1,1,1,0,0,0,0,1,1,1,0,1,1,1,1,0
8x2,7,ABCDF,GIJKN,PQSUV,1111011011100101101011000,1,1,1,1,0,1,1,0,1,1,1,0,0,1,0,1,1,0,1,0,1,1,0,0,0
6x2,8,ACFHI,JKNOP,RSTUX,1010010111100111011110010,1,0,1,0,0,1,0,1,1,1,1,0,0,1,1,1,0,1,1,1,1,0,0,1,0
4x4,7,BCDEK,MNQRS,TUVXY,0111100000101100111111011,0,1,1,1,1,0,0,0,0,0,1,0,1,1,0,0,1,1,1,1,1,1,0,1,1
6x3,7,ADEGI,JKMNO,PTUVX,1001101011101111000111010,1,0,0,1,1,0,1,0,1,1,1,0,1,1,1,1,0,0,0,1,1,1,0,1,0
5x4,7,ABCGH,KNOPR,SVWXY,1110001100100111011001111,1,1,1,0,0,0,1,1,0,0,1,0,0,1,1,1,0,1,1,0,0,1,1,1,1
7x3,10,BCDFG,IJLNO,RTUVX,0111011011010110010111010,0,1,1,1,0,1,1,0,1,1,0,1,0,1,1,0,0,1,0,1,1,1,0,1,0
7x4,8,BCDFH,IJOPR,SUVWY,0111010111000011011011101,0,1,1,1,0,1,0,1,1,1,0,0,0,0,1,1,0,1,1,0,1,1,1,0,1
7x3,8,ABFGH,IJMNP,RSUVY,1100011111001101011011001,1,1,0,0,0,1,1,1,1,1,0,0,1,1,0,1,0,1,1,0,1,1,0,0,1
4x4,8,CDHJL,MNPQS,TUVWY,0011000101011101101111101,0,0,1,1,0,0,0,1,0,1,0,1,1,1,0,1,1,0,1,1,1,1,1,0,1
10x2,7,ABCDE,FGHIJ,MNTWY,1111111111001100000100101,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1
4x5,8,BEHJK,NOQRT,UVWXY,0100100101100110110111111,0,1,0,0,1,0,0,1,0,1,1,0,0,1,1,0,1,1,0,1,1,1,1,1,1
6x3,8,BCEFH,JKMNO,PQVWX,0110110101101111100001110,0,1,1,0,1,1,0,1,0,1,1,0,1,1,1,1,1,0,0,0,0,1,1,1,0
6x3,8,CDFGH,IKLNO,PTUVY,0011011110110111000111001,0,0,1,1,0,1,1,1,1,0,1,1,0,1,1,1,0,0,0,1,1,1,0,0,1
6x4,9,ABCDF,HLMPR,SUVXY,1111010100011001011011011,1,1,1,1,0,1,0,1,0,0,0,1,1,0,0,1,0,1,1,0,1,1,0,1,1
5x3,8,CDFGH,KLNOP,QTUXY,0011011100110111100110011,0,0,1,1,0,1,1,1,0,0,1,1,0,1,1,1,1,0,0,1,1,0,0,1,1
7x4,7,ABCDE,FIKNP,SUVXY,1111110010100101001011011,1,1,1,1,1,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,1,0,1,1
5x2,8,ACFGH,KLNOP,RSTVW,1010011100110111011101100,1,0,1,0,0,1,1,1,0,0,1,1,0,1,1,1,0,1,1,1,0,1,1,0,0
4x4,9,BCDFL,NOQRS,TUVXY,0111010000010110111111011,0,1,1,1,0,1,0,0,0,0,0,1,0,1,1,0,1,1,1,1,1,1,0,1,1
7x3,9,ABDEF,GJLMO,PRUVX,1101111001011011010011010,1,1,0,1,1,1,1,0,0,1,0,1,1,0,1,1,0,1,0,0,1,1,0,1,0
4x4,8,ADHIL,NOPQR,TUVWY,1001000110010111110111101,1,0,0,1,0,0,0,1,1,0,0,1,0,1,1,1,1,1,0,1,1,1,1,0,1
5x5,6,BCDEF,KMNOS,UVWXY,0111110000101110001011111,0,1,1,1,1,1,0,0,0,0,1,0,1,1,1,0,0,0,1,0,1,1,1,1,1
6x2,7,DFGHI,JKLMN,OQSUV,0001011111111110101011000,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,0,0,0
5x4,7,ACEHJ,KMNOR,TVWXY,1010100101101110010101111,1,0,1,0,1,0,0,1,0,1,1,0,1,1,1,0,0,1,0,1,0,1,1,1,1
5x3,6,ACEGH,KLNOP,RTUWY,1010101100110111010110101,1,0,1,0,1,0,1,1,0,0,1,1,0,1,1,1,0,1,0,1,1,0,1,0,1
7x3,6,ABCEG,HIKNP,RTUWY,1110101110100101010110101,1,1,1,0,1,0,1,1,1,0,1,0,0,1,0,1,0,1,0,1,1,0,1,0,1
4x5,4,CDGIK,MNOQS,UVWXY,0011001010101110101011111,0,0,1,1,0,0,1,0,1,0,1,0,1,1,1,0,1,0,1,0,1,1,1,1,1
5x4,7,BGHIJ,KMOPR,SVWXY,0100001111101011011001111,0,1,0,0,0,0,1,1,1,1,1,0,1,0,1,1,0,1,1,0,0,1,1,1,1
4x4,7,DGIJK,LMPQR,TUWXY,0001001011111001110110111,0,0,0,1,0,0,1,0,1,1,1,1,1,0,0,1,1,1,0,1,1,0,1,1,1
9x1,6,ABCDE,GHIJK,LNOSU,1111101111110110001010000,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,0,1,0,1,0,0,0,0
7x2,7,ACEFG,HJMNP,QSTWX,1010111101001101101100110,1,0,1,0,1,1,1,1,0,1,0,0,1,1,0,1,1,0,1,1,0,0,1,1,0
8x1,9,BCDEG,HIJKL,NORTX,0111101111110110010100010,0,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,1,0,1,0,0,0,1,0
6x3,7,ACEFG,JLNOR,STWXY,1010111001010110011100111,1,0,1,0,1,1,1,0,0,1,0,1,0,1,1,0,0,1,1,1,0,0,1,1,1
6x3,6,AEFGI,JLMOP,QRUXY,1000111011011011110010011,1,0,0,0,1,1,1,0,1,1,0,1,1,0,1,1,1,1,0,0,1,0,0,1,1
6x3,7,ABDGI,JKMNO,PTUXY,1101001011101111000110011,1,1,0,1,0,0,1,0,1,1,1,0,1,1,1,1,0,0,0,1,1,0,0,1,1
6x5,8,CDFGH,IKPRT,UVWXY,0011011110100001010111111,0,0,1,1,0,1,1,1,1,0,1,0,0,0,0,1,0,1,0,1,1,1,1,1,1
6x4,7,CDFGH,JKMPS,TUVWY,0011011101101001001111101,0,0,1,1,0,1,1,1,0,1,1,0,1,0,0,1,0,0,1,1,1,1,1,0,1
8x3,7,ABCDF,GIJLN,OQVWY,1111011011010110100001101,1,1,1,1,0,1,1,0,1,1,0,1,0,1,1,0,1,0,0,0,0,1,1,0,1
4x4,9,ACDHK,LNPRS,TUVXY,1011000100110101011111011,1,0,1,1,0,0,0,1,0,0,1,1,0,1,0,1,0,1,1,1,1,1,0,1,1
5x3,8,CDFGH,KLNOQ,RSUVX,0011011100110110111011010,0,0,1,1,0,1,1,1,0,0,1,1,0,1,1,0,1,1,1,0,1,1,0,1,0
5x5,7,ADHIJ,KMNQT,UVWXY,1001000111101100100111111,1,0,0,1,0,0,0,1,1,1,1,0,1,1,0,0,1,0,0,1,1,1,1,1,1
6x2,10,ADEFG,HKLNP,RSTVX,1001111100110101011101010,1,0,0,1,1,1,1,1,0,0,1,1,0,1,0,1,0,1,1,1,0,1,0,1,0
6x3,7,BCFHI,JMOQR,STUWX,0110010111001010111110110,0,1,1,0,0,1,0,1,1,1,0,0,1,0,1,0,1,1,1,1,1,0,1,1,0
4x4,8,EFHJK,LMNQS,TUVXY,0000110101111100101111011,0,0,0,0,1,1,0,1,0,1,1,1,1,1,0,0,1,0,1,1,1,1,0,1,1
8x2,6,BCDEF,HIJMO,PQSUW,0111110111001011101010100,0,1,1,1,1,1,0,1,1,1,0,0,1,0,1,1,1,0,1,0,1,0,1,0,0
8x2,10,BCDEF,GHJLN,PQRVY,0111111101010101110001001,0,1,1,1,1,1,1,1,0,1,0,1,0,1,0,1,1,1,0,0,0,1,0,0,1
4x3,8,BFGIK,LMNPR,STWXY,0100011010111101011100111,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0,1,0,1,1,1,0,0,1,1,1
6x5,8,BCDHI,JKNQT,UVWXY,0111000111100100100111111,0,1,1,1,0,0,0,1,1,1,1,0,0,1,0,0,1,0,0,1,1,1,1,1,1
5x5,6,ADEIJ,KLMNS,UVWXY,1001100011111100001011111,1,0,0,1,1,0,0,0,1,1,1,1,1,1,0,0,0,0,1,0,1,1,1,1,1
5x3,7,BCEGJ,KLMNP,QRUXY,0110101001111101110010011,0,1,1,0,1,0,1,0,0,1,1,1,1,1,0,1,1,1,0,0,1,0,0,1,1
7x2,4,ACEFG,HIKMN,OSTUW,1010111110101110001110100,1,0,1,0,1,1,1,1,1,0,1,0,1,1,1,0,0,0,1,1,1,0,1,0,0
6x4,7,ABCFI,JKLNO,QUVWX,1110010011110110100011110,1,1,1,0,0,1,0,0,1,1,1,1,0,1,1,0,1,0,0,0,1,1,1,1,0
7x2,6,ACDFG,IJKLM,OPSWX,1011011011111011001000110,1,0,1,1,0,1,1,0,1,1,1,1,1,0,1,1,0,0,1,0,0,0,1,1,0
6x3,7,ACFGH,IKLMP,QTVXY,1010011110111001100101011,1,0,1,0,0,1,1,1,1,0,1,1,1,0,0,1,1,0,0,1,0,1,0,1,1
7x3,8,BCDEH,IJPQR,STUXY,0111100111000001111110011,0,1,1,1,1,0,0,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,1,1
7x2,8,ABCDF,GJLMO,PQTWX,1111011001011011100100110,1,1,1,1,0,1,1,0,0,1,0,1,1,0,1,1,1,0,0,1,0,0,1,1,0
8x2,7,ACDEF,HIJLO,QRTUW,1011110111010010110110100,1,0,1,1,1,1,0,1,1,1,0,1,0,0,1,0,1,1,0,1,1,0,1,0,0
7x2,8,ABCDF,GHKMN,ORSVX,1111011100101110011001010,1,1,1,1,0,1,1,1,0,0,1,0,1,1,1,0,0,1,1,0,0,1,0,1,0
7x3,5,BCDEG,IJKMO,STUXY,0111101011101010001110011,0,1,1,1,1,0,1,0,1,1,1,0,1,0,1,0,0,0,1,1,1,0,0,1,1
5x3,7,CEFHI,LMNPQ,STUVW,0010110110011101101111100,0,0,1,0,1,1,0,1,1,0,0,1,1,1,0,1,1,0,1,1,1,1,1,0,0
6x3,8,ADEFG,HLMNP,RSUXY,1001111100011101011010011,1,0,0,1,1,1,1,1,0,0,0,1,1,1,0,1,0,1,1,0,1,0,0,1,1
7x3,6,ACDEF,GHKMN,QTUVY,1011111100101100100111001,1,0,1,1,1,1,1,1,0,0,1,0,1,1,0,0,1,0,0,1,1,1,0,0,1
4x4,6,ADEGM,OPQRS,TVWXY,1001101000001011111101111,1,0,0,1,1,0,1,0,0,0,0,0,1,0,1,1,1,1,1,1,0,1,1,1,1
7x2,7,ABCEG,HJKLM,NPQXY,1110101101111101100000011,1,1,1,0,1,0,1,1,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,1,1
6x3,7,CEFGH,JMNOP,QTVWY,0010111101001111100101101,0,0,1,0,1,1,1,1,0,1,0,0,1,1,1,1,1,0,0,1,0,1,1,0,1
6x2,6,ACDHI,JKMNO,QRTUW,1011000111101110110110100,1,0,1,1,0,0,0,1,1,1,1,0,1,1,1,0,1,1,0,1,1,0,1,0,0
5x3,8,ABDEF,KLOPQ,RTWXY,1101110000110011110100111,1,1,0,1,1,1,0,0,0,0,1,1,0,0,1,1,1,1,0,1,0,0,1,1,1
6x3,7,BEGHI,JOPQR,STWXY,0100101111000011111100111,0,1,0,0,1,0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0,1,1,1
6x3,5,ABCGI,JKLMO,PQWXY,1110001011111011100000111,1,1,1,0,0,0,1,0,1,1,1,1,1,0,1,1,1,0,0,0,0,0,1,1,1
5x2,9,ADEFJ,KLMNO,PSTVX,1001110001111111001101010,1,0,0,1,1,1,0,0,0,1,1,1,1,1,1,1,0,0,1,1,0,1,0,1,0
8x2,6,ABCEF,GIJKL,MNQUV,1110111011111100100011000,1,1,1,0,1,1,1,0,1,1,1,1,1,1,0,0,1,0,0,0,1,1,0,0,0
6x4,8,ABCDF,GMNPQ,RUVXY,1111011000001101110011011,1,1,1,1,0,1,1,0,0,0,0,0,1,1,0,1,1,1,0,0,1,1,0,1,1
6x3,7,ACDFH,IKLNP,QSWXY,1011010110110101101000111,1,0,1,1,0,1,0,1,1,0,1,1,0,1,0,1,1,0,1,0,0,0,1,1,1
7x3,8,ABCGH,IJLMN,RTWXY,1110001111011100010100111,1,1,1,0,0,0,1,1,1,1,0,1,1,1,0,0,0,1,0,1,0,0,1,1,1
6x3,6,ACEFG,ILMNO,PRUXY,1010111010011111010010011,1,0,1,0,1,1,1,0,1,0,0,1,1,1,1,1,0,1,0,0,1,0,0,1,1
7x3,6,ACDEG,HJKLO,QSVWX,1011101101110010101001110,1,0,1,1,1,0,1,1,0,1,1,1,0,0,1,0,1,0,1,0,0,1,1,1,0
4x3,5,ACEFK,LMNOQ,STWXY,1010110000111110101100111,1,0,1,0,1,1,0,0,0,0,1,1,1,1,1,0,1,0,1,1,0,0,1,1,1
5x3,5,CDEGJ,KMOPQ,STVWY,0011101001101011101101101,0,0,1,1,1,0,1,0,0,1,1,0,1,0,1,1,1,0,1,1,0,1,1,0,1
6x4,7,ACDEF,IKLPQ,RUVXY,1011110010110001110011011,1,0,1,1,1,1,0,0,1,0,1,1,0,0,0,1,1,1,0,0,1,1,0,1,1
8x3,9,BDEFG,HIJNP,QTVWY,0101111111000101100101101,0,1,0,1,1,1,1,1,1,1,0,0,0,1,0,1,1,0,0,1,0,1,1,0,1
7x3,9,BDFGH,IJKLO,PTWXY,0101011111110011000100111,0,1,0,1,0,1,1,1,1,1,1,1,0,0,1,1,0,0,0,1,0,0,1,1,1
6x3,8,BEFGH,JKMOQ,RTVXY,0100111101101010110101011,0,1,0,0,1,1,1,1,0,1,1,0,1,0,1,0,1,1,0,1,0,1,0,1,1
7x2,7,ACDEF,HIKLN,ORSVY,1011110110110110011001001,1,0,1,1,1,1,0,1,1,0,1,1,0,1,1,0,0,1,1,0,0,1,0,0,1
7x0,9,BCFGH,IJLMN,PQRST,0110011111011101111100000,0,1,1,0,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0,0,0,0,0
5x3,9,ABCDJ,KLMNR,STVWX,1111000001111100011101110,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,1,1,1,0,1,1,1,0
4x4,7,BCFIK,LMNOP,TUWXY,0110010010111111000110111,0,1,1,0,0,1,0,0,1,0,1,1,1,1,1,1,0,0,0,1,1,0,1,1,1
6x3,7,BEFGI,JKMOP,STVXY,0100111011101011001101011,0,1,0,0,1,1,1,0,1,1,1,0,1,0,1,1,0,0,1,1,0,1,0,1,1
4x3,7,DEHIK,LMNPQ,STUVW,0001100110111101101111100,0,0,0,1,1,0,0,1,1,0,1,1,1,1,0,1,1,0,1,1,1,1,1,0,0
5x3,7,CFGHJ,MOPQR,STUXY,0010011101001011111110011,0,0,1,0,0,1,1,1,0,1,0,0,1,0,1,1,1,1,1,1,1,0,0,1,1
6x2,8,ABDHI,JKNOP,QSTVY,1101000111100111101101001,1,1,0,1,0,0,0,1,1,1,1,0,0,1,1,1,1,0,1,1,0,1,0,0,1
4x1,7,EHIJK,LMNOP,QRSTU,0000100111111111111110000,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0
6x3,7,ABEFG,HKMOP,STUVX,1100111100101011001111010,1,1,0,0,1,1,1,1,0,0,1,0,1,0,1,1,0,0,1,1,1,1,0,1,0
5x4,6,ABCDG,KLMOR,TUVWY,1111001000111010010111101,1,1,1,1,0,0,1,0,0,0,1,1,1,0,1,0,0,1,0,1,1,1,1,0,1
6x2,6,ABDFG,JKLMO,PQSUW,1101011001111011101010100,1,1,0,1,0,1,1,0,0,1,1,1,1,0,1,1,1,0,1,0,1,0,1,0,0
6x4,7,BDEFH,JKLMO,QUWXY,0101110101111010100010111,0,1,0,1,1,1,0,1,0,1,1,1,1,0,1,0,1,0,0,0,1,0,1,1,1
6x1,7,ADEHI,JKLMN,PQSTW,1001100111111101101100100,1,0,0,1,1,0,0,1,1,1,1,1,1,1,0,1,1,0,1,1,0,0,1,0,0
6x5,7,ACDHI,JKLPS,UVWXY,1011000111110001001011111,1,0,1,1,0,0,0,1,1,1,1,1,0,0,0,1,0,0,1,0,1,1,1,1,1
5x3,10,BCDHJ,KLNOP,RSUVX,0111000101110111011011010,0,1,1,1,0,0,0,1,0,1,1,1,0,1,1,1,0,1,1,0,1,1,0,1,0
5x4,9,CFGHJ,LMPRS,TVWXY,0010011101011001011101111,0,0,1,0,0,1,1,1,0,1,0,1,1,0,0,1,0,1,1,1,0,1,1,1,1
8x4,6,ABCEF,GHJKM,NUVWY,1110111101101100000011101,1,1,1,0,1,1,1,1,0,1,1,0,1,1,0,0,0,0,0,0,1,1,1,0,1
7x3,8,ABCFH,IJLNR,STUWY,1110010111010100011110101,1,1,1,0,0,1,0,1,1,1,0,1,0,1,0,0,0,1,1,1,1,0,1,0,1
5x3,7,BDEGI,KLNPQ,RTUWY,0101101010110101110110101,0,1,0,1,1,0,1,0,1,0,1,1,0,1,0,1,1,1,0,1,1,0,1,0,1
8x3,7,ABCDE,FHIKN,OTWXY,1111110110100110000100111,1,1,1,1,1,1,0,1,1,0,1,0,0,1,1,0,0,0,0,1,0,0,1,1,1
